umap_x,umap_y,dominant_episode
-10.86584,-0.6019493,EDR
16.693727,9.151333,EDR
17.129541,6.4714494,EDR
5.538864,5.9276977,CB
13.779915,11.324888,EDR
6.5759454,2.3062973,CB
11.248057,2.4467955,EDR
18.002613,3.6990619,EDR
11.430156,8.62886,EDR
12.696019,2.1798003,EDR
12.837195,11.004324,EDR
7.8141375,7.1355014,CB
11.208129,5.735719,CB
16.77089,5.3508244,EDR
13.372177,7.321004,EDR
14.210093,9.829241,EDR
12.477425,10.698989,EDR
16.528542,3.4217827,EDR
10.1081085,9.393873,EDR
10.862064,11.165376,EDR
-10.648205,-1.1849512,EDR
12.14618,4.5294304,EDR
10.431594,-2.5859141,CB
10.037238,1.6066748,CB
2.7572994,5.2701097,CB
11.368458,12.089019,EDR
11.559005,-1.1115185,CB
3.798306,14.381818,EDR
17.421453,6.43639,EDR
6.2934837,13.414342,EDR
8.315607,10.703258,EDR
10.523865,7.5228477,EDR
-9.975631,-1.1703581,EDR
15.6233,5.596197,EDR
14.337716,2.8246741,EDR
8.3503275,12.584373,EDR
4.1647983,7.4255767,CB
5.4117556,16.18723,EDR
-11.238496,-0.6120994,EDR
9.223918,13.514683,EDR
6.983734,1.2905291,CB
3.785597,8.433703,CB
-10.074213,-0.76754874,EDR
18.501009,4.8297954,EDR
15.797535,9.334497,EDR
8.779803,9.383781,CB
9.2258835,-0.4463103,CB
10.722659,6.680264,CB
7.6855173,14.44706,EDR
1.72505,7.5259986,CB
11.011632,5.134377,CB
6.6853337,5.8248463,CB
12.630621,5.000182,EDR
8.284441,8.096799,CB
13.703897,6.0098596,EDR
10.469937,-1.4682355,CB
7.425627,3.460704,CB
7.4769773,2.6946228,CB
9.650794,13.992656,EDR
11.681826,-1.3220482,CB
-10.096996,-1.3646499,EDR
12.3749075,11.486378,EDR
7.644684,6.463285,CB
15.261832,2.35249,EDR
14.892747,11.572391,EDR
10.161521,7.3252444,EDR
14.894281,12.994848,EDR
21.4602,9.569116,CB
10.096986,3.3127937,CB
3.9351516,14.903719,EDR
10.835196,6.9560704,EDR
11.519392,10.08892,EDR
4.5397635,3.5095246,CB
11.477471,13.686974,EDR
13.496644,7.824872,EDR
10.858433,7.9953523,EDR
9.193118,0.53826267,CB
-10.820029,-0.5045504,EDR
9.597148,9.606232,CB
13.80406,10.531638,EDR
11.519145,1.8617238,EDR
9.527038,14.009401,EDR
13.155048,1.2304556,EDR
10.748602,-1.1695096,CB
6.7031207,15.717255,EDR
17.440971,6.526517,EDR
6.8730116,3.4467733,CB
4.295883,7.0303807,CB
6.766491,-0.5695123,CB
10.38261,4.109381,CB
7.344362,8.206469,CB
1.5043204,8.178601,CB
9.928793,0.4253765,CB
10.302896,13.372511,EDR
12.738789,11.616777,EDR
9.528434,6.5792265,CB
14.160485,9.6898365,EDR
4.9298306,9.920622,CB
10.937297,3.9626908,CB
4.3278484,13.689397,EDR
16.426277,1.8828489,EDR
13.159221,2.405569,EDR
12.953861,7.020717,EDR
12.621539,-0.51689595,CB
10.674507,0.97297627,CB
8.840207,2.8665295,CB
9.343827,2.6467988,CB
16.367289,8.915786,EDR
6.040409,8.906133,CB
-0.00025170186,8.6103735,CB
5.1320643,12.576854,EDR
-10.708205,-0.5016347,EDR
14.23414,13.696819,EDR
5.428655,8.503736,CB
8.473576,-2.2886603,PEP
7.986112,10.551095,EDR
13.648918,8.235577,EDR
9.215525,-0.711018,CB
7.273167,-1.8337189,CB
5.7798953,3.7856574,CB
15.368496,0.90914214,EDR
12.512979,-1.2036852,CB
0.9042364,12.600933,EDR
9.686766,0.45495224,CB
8.510381,3.8706908,CB
8.356658,1.1783693,CB
8.858863,8.527748,CB
6.5915,10.933295,CB
10.707487,10.904817,EDR
9.717135,4.8935003,CB
5.5094295,13.041893,EDR
1.4974507,6.6241093,CB
10.913001,1.7407423,CB
-9.87405,-1.1444513,EDR
4.7469697,11.7492285,CB
4.7673297,8.288974,CB
6.3322015,14.200562,EDR
7.7109685,9.805612,CB
12.072159,1.8817747,EDR
0.5536132,12.176383,EDR
13.6363125,10.310328,EDR
12.744815,3.9974842,EDR
10.044957,14.134001,EDR
9.471933,8.353137,EDR
0.9532227,11.77572,EDR
5.5206537,2.0342822,CB
11.9271345,8.197622,EDR
-10.087439,-0.82074004,EDR
14.430679,4.7864685,EDR
5.501369,7.078373,CB
7.0681486,13.650091,EDR
13.731939,13.450473,EDR
1.2975473,7.4649725,CB
17.511837,3.0497065,EDR
16.708647,1.5423431,EDR
2.3925233,4.7256126,CB
8.836442,11.379117,EDR
10.200912,11.931831,EDR
10.456284,3.8915005,CB
15.167236,10.33563,EDR
2.0722516,12.350479,EDR
14.06219,11.932435,EDR
15.064926,3.9688008,EDR
11.4147215,0.15645793,CB
10.622997,11.579377,EDR
5.0685515,9.424927,CB
10.36318,6.720251,CB
15.904426,2.7600982,EDR
10.777066,3.7630937,CB
11.28378,6.380806,EDR
13.766385,4.9445,EDR
2.7911026,13.824463,EDR
14.233522,12.86307,EDR
13.484935,7.778605,EDR
14.771266,6.596321,EDR
7.2314057,16.56443,EDR
4.4492726,15.027067,EDR
3.710691,1.0581789,CB
2.541305,12.468201,EDR
6.2913527,9.344521,CB
7.5993013,12.720615,EDR
8.721428,6.722343,CB
13.877841,8.001949,EDR
11.594432,11.800622,EDR
10.632414,11.098874,EDR
11.274713,8.167615,EDR
10.753665,7.941071,EDR
13.605889,6.5642495,EDR
7.2937775,13.167594,EDR
12.306414,4.629363,EDR
12.072956,5.3979726,EDR
7.632097,6.259931,CB
10.492605,6.701327,CB
-10.582555,-0.4289895,EDR
9.838922,14.50204,EDR
11.709315,6.7765074,EDR
0.9073136,9.783448,CB
8.6591,3.7839317,CB
4.6280675,15.393526,EDR
18.690128,5.5132403,EDR
6.245176,15.773775,EDR
6.577524,-2.1603622,PEP
9.306272,7.8306713,CB
11.019585,5.4313,CB
5.7153163,15.909614,EDR
13.421666,9.58192,EDR
1.9579082,10.859923,EDR
7.468793,8.907869,CB
6.900677,16.136963,EDR
6.7343116,11.822804,EDR
13.653906,13.79151,EDR
11.696851,13.408595,EDR
19.336727,3.639955,EDR
4.1400304,0.33711907,CB
7.3373594,12.928939,EDR
16.058651,10.591613,EDR
-10.459478,-0.5652689,EDR
2.868849,15.247658,EDR
5.575645,6.986459,CB
1.2648445,11.636026,EDR
14.469239,8.773799,EDR
-10.628299,-0.13419789,EDR
2.365472,13.796322,EDR
13.287767,7.4246755,EDR
9.209834,7.9342365,EDR
11.623432,14.055704,EDR
12.642076,9.013566,EDR
15.261487,6.8175545,EDR
16.626177,10.801714,EDR
12.187495,8.761931,EDR
15.066616,1.0499713,EDR
12.872381,12.833981,EDR
8.136234,1.3734372,CB
8.410056,15.560863,EDR
5.930693,11.312667,CB
13.682973,14.74163,EDR
4.111265,8.625968,CB
6.488475,2.9074123,CB
11.435348,10.6032,EDR
9.987147,6.878979,EDR
8.007047,11.990342,EDR
0.17583238,12.728879,EDR
11.345504,9.879688,EDR
7.3521576,9.893739,CB
10.355458,4.7059684,CB
8.944303,-3.4730306,PEP
10.621764,1.6765072,CB
19.131754,4.6579185,EDR
9.021255,12.293679,EDR
18.393967,5.1552477,EDR
-10.440039,-0.1740772,EDR
8.237106,4.860571,CB
-10.319425,-0.59133565,EDR
12.892345,2.3696685,EDR
2.8137596,12.157287,EDR
10.792435,8.528812,EDR
5.163561,2.6308503,CB
14.798653,1.9128174,EDR
15.223637,1.2908608,EDR
13.34614,1.220054,EDR
4.868087,3.0134547,CB
8.995562,10.443279,EDR
5.427629,11.541785,CB
5.3635273,12.281144,EDR
11.1052685,5.1578007,CB
8.803479,4.201582,CB
15.616981,5.7120056,EDR
12.264678,9.685429,EDR
5.4034967,10.531752,CB
2.404491,4.5959463,CB
14.623622,11.523058,EDR
2.5104446,11.36242,CB
15.220517,5.312952,EDR
6.6960864,9.263663,CB
15.106406,11.732394,EDR
7.3483963,-4.5153522,PEP
1.5620528,9.351167,CB
15.641987,4.2180033,EDR
10.534176,12.539175,EDR
0.58273673,11.853759,EDR
4.213361,9.402598,CB
-10.773942,-1.371742,EDR
11.605833,7.872695,EDR
5.7513237,9.949067,CB
13.020397,4.1661735,EDR
8.15008,7.159728,CB
7.7429013,1.5937487,CB
11.761818,15.446831,EDR
4.49036,13.041241,EDR
6.685092,14.352948,EDR
17.051281,1.1369091,EDR
9.865327,-1.6908336,CB
10.408518,13.441901,EDR
5.9384317,1.9649204,CB
6.8029056,12.906606,EDR
13.40292,-0.87343824,CB
12.492966,-1.2739234,CB
5.264845,7.730894,CB
8.581154,-1.3197949,CB
5.673086,9.3717,CB
10.323604,11.008761,EDR
8.416483,0.65538627,CB
-10.744178,-0.79678845,EDR
17.858042,7.5143766,EDR
2.8202443,12.981102,EDR
13.53452,12.737901,EDR
11.88888,11.985558,EDR
-10.478769,-0.6852286,EDR
4.4867187,11.279449,CB
-10.792194,-0.80853766,EDR
9.5692,11.361395,EDR
4.0198307,8.041947,CB
0.5309738,13.53038,EDR
7.53815,0.5777939,CB
5.8018703,8.685918,CB
12.763894,5.9682903,EDR
0.46551493,12.978034,EDR
0.040687863,9.331875,CB
9.660335,10.043366,EDR
6.207095,4.0318418,CB
3.5499797,7.104144,CB
12.287664,9.632106,EDR
6.953701,16.345537,EDR
8.832582,16.428185,EDR
12.240528,7.4226165,EDR
6.6665235,0.9080312,CB
10.135186,14.2104645,EDR
10.504164,3.2954135,CB
14.333851,2.0218914,EDR
-10.2308035,-1.0298036,EDR
6.5052676,15.840385,EDR
6.578493,0.1990809,CB
11.152638,8.046827,EDR
2.6990516,13.53593,EDR
9.013984,2.8027084,CB
7.861505,8.803168,CB
10.99266,4.1313853,CB
6.5622525,12.375048,EDR
-11.009281,-0.6921617,EDR
8.386823,12.780642,EDR
13.032492,4.734291,EDR
9.687403,-2.0446134,CB
15.534191,7.905487,EDR
14.066347,4.271432,EDR
3.8857534,12.46647,CB
13.942514,9.337141,EDR
18.176006,6.5043144,EDR
10.277627,15.643849,EDR
8.3343,3.1551576,CB
11.0062065,-1.694283,CB
17.720661,3.1810822,EDR
2.6517582,10.085548,CB
15.957039,11.831692,EDR
10.588762,12.69639,EDR
3.6639235,9.987993,CB
8.576003,8.103063,CB
14.982783,0.625075,EDR
2.2557259,10.944812,CB
4.417154,11.799211,CB
9.828422,13.169953,EDR
0.83480465,12.5029955,EDR
2.387891,7.425161,CB
6.50091,16.294992,EDR
5.37762,10.2061,CB
12.014351,12.891216,EDR
11.904168,1.563995,EDR
14.349858,11.483147,EDR
12.553716,13.35163,EDR
8.939179,8.7361355,EDR
8.82712,2.9041195,CB
19.264906,3.0066144,EDR
9.421705,7.1043305,CB
8.620455,-0.28360954,CB
7.2980094,2.4343693,CB
7.918788,13.317013,EDR
4.1333194,10.372642,CB
4.3395066,13.065347,EDR
10.274997,1.7434342,CB
7.9027734,6.066898,CB
8.405732,-2.51086,PEP
8.267062,9.263677,CB
11.436685,10.846383,EDR
15.56368,11.098768,EDR
13.939586,1.4292052,EDR
4.189675,7.0846753,CB
2.4542868,7.7700515,CB
8.602273,11.154283,EDR
10.255824,7.7956433,EDR
-0.059575554,9.570136,EDR
3.7888677,1.2508624,CB
3.148844,12.808233,EDR
6.947417,-1.4355497,CB
5.5207973,0.63641554,CB
16.3737,9.787401,EDR
8.849911,13.44193,EDR
11.798692,13.287909,EDR
11.455479,7.0575213,EDR
4.0152497,13.641357,EDR
5.4101167,2.2876437,CB
7.9450927,13.276953,EDR
9.419629,7.68685,EDR
13.313925,11.706103,EDR
15.965219,11.013906,EDR
14.987492,3.8037164,EDR
7.500127,4.1074824,CB
5.8419437,4.2220006,CB
7.7011166,7.0089,CB
15.191339,0.34206557,EDR
8.534446,13.759983,EDR
7.485347,1.2091535,CB
14.520629,14.012301,EDR
7.705965,1.8612903,CB
7.7841377,-2.6566725,PEP
16.749592,10.194847,EDR
5.89366,6.121439,CB
12.2684765,7.4518576,EDR
12.017928,1.7889524,EDR
-10.789189,-1.2686723,EDR
14.39903,7.277287,EDR
7.559903,11.29759,EDR
1.5800489,12.953071,EDR
6.5533032,8.871873,CB
2.7736933,13.254963,EDR
3.714982,2.5366201,CB
0.6369111,7.509074,CB
15.670813,10.639761,EDR
0.6543719,12.191781,EDR
10.394701,14.267247,EDR
1.9500647,11.431225,EDR
14.880199,9.839252,EDR
-10.4554205,-1.4957571,EDR
16.040874,11.714963,EDR
1.8864256,13.347238,EDR
14.760878,4.723737,EDR
5.4680753,11.879025,EDR
11.832047,11.863859,EDR
7.9314637,10.81892,EDR
2.096324,9.324078,CB
8.696088,5.651281,CB
4.115512,14.534631,EDR
9.21232,10.615292,EDR
9.233073,2.5541315,CB
7.3367496,8.579752,CB
12.212593,13.726071,EDR
15.069832,11.3239,EDR
12.782905,1.1655898,EDR
5.788278,2.753962,CB
7.6170893,-2.0436585,PEP
13.410909,-1.6790127,CB
8.542659,5.375269,CB
11.554272,-2.2799785,CB
4.4619017,13.892063,EDR
7.2120943,4.089611,CB
7.049192,2.283964,CB
11.723611,12.226082,EDR
13.736055,11.428369,EDR
10.437313,2.6056697,CB
9.174137,10.002255,EDR
8.253712,3.6628993,CB
6.0856504,0.9579174,CB
6.618632,8.372795,CB
12.957128,-0.5892378,CB
5.1877317,0.98194623,CB
0.8634026,12.620798,EDR
13.303994,10.108141,EDR
15.569491,4.723211,EDR
3.231812,13.526071,EDR
6.6070986,9.220588,CB
6.9411306,-2.0790818,CB
10.188965,10.463312,EDR
17.102713,6.821876,EDR
2.1403635,14.235802,EDR
8.338835,11.035576,EDR
4.753733,5.2738295,CB
10.485717,4.804758,CB
5.8255014,11.688789,EDR
8.724541,0.37925795,CB
3.929377,4.6433315,CB
8.383531,7.237173,CB
10.056188,0.051523186,CB
6.7030005,16.28199,EDR
14.536238,14.19013,EDR
13.679817,12.804254,EDR
15.785574,4.5781755,EDR
8.615397,16.550959,EDR
9.943037,7.059759,CB
5.229656,16.28861,EDR
14.73672,9.557182,EDR
8.179,11.509708,EDR
14.277748,6.985107,EDR
18.589285,5.0320063,EDR
13.647987,10.189566,EDR
9.285918,8.278669,CB
2.318543,11.260857,EDR
1.015154,12.920256,EDR
7.9178767,0.19741431,CB
13.304182,12.556421,EDR
14.299816,4.9731894,EDR
7.0392795,2.6497605,CB
8.136301,11.16789,EDR
4.478957,10.023607,CB
14.935343,14.079122,EDR
11.879857,6.943297,EDR
15.8907585,5.259588,EDR
10.253765,1.6918743,CB
9.326322,7.8069286,CB
-10.281566,-0.6710278,EDR
11.468426,-3.0410733,CB
12.500179,8.920365,EDR
11.038695,12.013272,EDR
2.0984738,13.177567,EDR
7.0384693,6.7137475,CB
11.221364,1.6523913,EDR
6.2956944,9.056539,CB
1.9539367,12.363671,EDR
5.2312026,6.6188126,CB
12.342396,7.2339077,EDR
13.874753,4.864629,EDR
12.133703,13.443338,EDR
4.568175,3.149348,CB
9.345836,-0.44164693,CB
7.111676,9.065729,CB
8.475741,5.839067,CB
18.545885,4.5374413,EDR
3.290719,13.183849,EDR
15.4471035,12.2772875,EDR
5.4149303,-0.6912117,CB
2.2240222,6.538656,CB
2.537466,14.652852,EDR
9.782266,-1.332912,CB
4.864783,7.5356183,CB
1.5140637,13.622418,EDR
18.579523,5.91475,EDR
1.6134624,11.925295,EDR
11.574893,2.4190319,EDR
4.485218,15.81686,EDR
6.5854034,1.4899002,CB
14.192934,9.215255,EDR
11.313649,11.947868,EDR
6.122239,12.610653,EDR
7.338598,-4.4552655,PEP
15.43313,8.993216,EDR
14.658654,12.567481,EDR
7.53164,10.52502,CB
10.848668,-3.1523118,PEP
10.894284,0.18427923,CB
10.660321,4.312873,CB
4.118425,5.3968987,CB
7.4090877,6.802373,CB
16.869257,1.039586,EDR
-10.148818,-1.2952859,EDR
13.874971,5.2974644,EDR
6.497213,0.15054806,CB
8.793056,1.391767,CB
15.169442,3.945835,EDR
15.030805,6.93099,EDR
9.240527,11.285226,EDR
3.2461753,14.818454,EDR
7.1276054,13.838235,EDR
7.9891753,7.772465,CB
10.434214,1.6053727,CB
10.128909,1.0576942,CB
10.627116,10.042417,EDR
6.3814783,12.26066,EDR
7.1510305,3.5292299,CB
10.499874,5.5333977,CB
7.198716,-2.4753,PEP
4.8455353,16.079584,EDR
13.638503,10.993485,EDR
1.2103071,8.815525,CB
16.73907,5.682313,EDR
9.080664,13.999179,EDR
6.837823,16.437273,EDR
3.4067528,11.694748,EDR
15.893869,6.5022454,EDR
12.948572,1.7485034,EDR
8.900091,7.4425,CB
6.8383207,6.7603574,CB
6.333026,4.4116826,CB
8.6484585,7.4413233,CB
7.2217436,5.9594927,CB
5.435429,3.7194333,CB
8.731844,8.263239,CB
1.1732588,7.1288714,CB
17.016333,4.4495006,EDR
16.40922,4.968202,EDR
5.403179,5.1496196,CB
2.5669742,12.878533,EDR
17.08586,1.2819359,EDR
9.654437,-0.42371416,CB
-10.262351,-1.2768599,EDR
-9.658218,-1.0295838,EDR
8.987784,5.0919714,CB
8.334357,3.9141917,CB
7.038414,-3.9889567,PEP
15.307478,10.259453,EDR
1.16837,6.7413235,CB
11.886281,5.3496904,EDR
14.9724655,3.3984773,EDR
8.645431,16.354733,EDR
9.538593,-2.107314,CB
15.169088,7.239669,EDR
12.130667,4.8251066,EDR
11.688562,0.4707632,CB
1.7513942,11.792027,EDR
8.547347,-3.733247,PEP
0.26935932,11.619924,EDR
8.16563,4.9918704,CB
8.197232,9.455327,CB
6.3556275,4.1318965,CB
5.108216,-0.096132874,CB
0.809651,10.104604,EDR
5.1260676,0.43478966,CB
10.456768,-2.9632964,PEP
8.377484,11.686373,EDR
5.4865255,8.185182,CB
2.033564,12.023879,EDR
6.5454435,12.26405,EDR
3.6292722,13.043325,EDR
-10.744048,-1.2684658,EDR
8.002279,6.9445214,CB
19.432999,4.958129,EDR
14.198375,8.323604,EDR
1.7287835,8.059324,CB
5.592223,12.418515,EDR
10.143119,8.800799,EDR
-10.47118,-0.5934346,EDR
13.707151,4.974647,EDR
19.054543,6.0763,EDR
6.948243,-2.2152345,PEP
8.119141,16.071148,EDR
10.865629,0.5050781,CB
5.9515176,8.807993,CB
9.428071,6.8598137,CB
9.174233,8.953003,EDR
10.006949,14.18132,EDR
3.4303117,12.324761,EDR
17.052095,9.825688,EDR
12.927105,4.4393954,EDR
10.77727,10.557262,EDR
2.98276,10.270382,CB
8.61523,7.9911485,CB
12.068527,0.5071588,CB
9.453654,4.571729,CB
4.5002,-0.36164284,CB
8.730123,8.919363,CB
-9.836601,-1.2696022,EDR
3.727969,6.4419436,CB
10.7307825,8.830582,EDR
13.423066,3.384205,EDR
10.737827,8.327459,EDR
8.558481,3.2820423,CB
8.735504,0.66918707,CB
6.7789207,11.396611,EDR
6.0104556,13.388604,EDR
6.218209,3.1513352,CB
10.74503,-0.75399256,CB
14.062551,7.8593235,EDR
3.9588828,5.03003,CB
18.554651,3.9836667,EDR
11.2797575,1.945071,EDR
11.895862,11.438404,EDR
6.082791,7.635553,CB
9.236394,-0.2976123,CB
15.988254,7.885357,EDR
4.5178685,13.511277,EDR
11.047791,10.193395,EDR
12.199692,5.113114,EDR
15.916797,2.8565059,EDR
1.2232383,12.698501,EDR
5.611553,1.5867676,CB
-10.782181,-0.90362936,EDR
12.631653,-2.1069613,CB
12.026543,-3.5159597,PEP
3.460453,12.866619,CB
18.942314,3.9034789,EDR
6.851052,15.819151,EDR
11.389958,8.616242,EDR
4.066738,14.325224,EDR
17.62078,8.288786,EDR
10.021989,12.0088415,EDR
7.2312527,13.955366,EDR
9.406674,14.335493,EDR
19.374216,3.9201772,EDR
12.442969,-0.7512427,CB
2.600793,5.211823,CB
5.767847,4.7012506,CB
16.021353,12.882455,EDR
11.281108,13.693434,EDR
11.73772,8.65123,EDR
6.3029313,16.228065,EDR
15.205102,7.8462358,EDR
7.9560137,2.3129601,CB
16.678629,4.5550327,EDR
8.35372,13.3640585,EDR
13.302489,9.5907755,EDR
18.645475,1.6855237,EDR
10.8084545,1.8234837,CB
9.821363,0.5347028,CB
9.900669,12.110946,EDR
16.431154,10.115195,EDR
7.7093334,9.668852,CB
17.14298,2.5430155,EDR
16.635078,10.973566,EDR
7.215489,-1.0160134,CB
1.881807,13.626065,EDR
5.693096,5.5540867,CB
7.3511605,11.458513,EDR
8.082136,11.360212,EDR
8.17894,12.671415,EDR
15.13736,9.289084,EDR
9.732302,9.121,EDR
4.698328,4.353089,CB
2.0621479,12.693962,EDR
10.090898,9.792036,EDR
6.398362,1.8094043,CB
15.261723,9.31406,EDR
6.3448815,3.9016907,CB
17.748253,1.8331817,EDR
5.6793094,4.311623,CB
10.619189,3.438481,CB
7.1920795,3.1619418,CB
3.1873982,8.028981,CB
12.988757,15.653484,EDR
1.1688566,9.185215,CB
4.962678,10.708015,CB
10.684486,-2.3301384,CB
18.319807,2.2122266,EDR
5.1950946,12.988629,EDR
11.325425,10.84832,EDR
7.312884,13.320909,EDR
14.468868,10.90464,EDR
7.1439557,10.697335,CB
12.359196,8.841841,EDR
8.521403,1.8316984,CB
5.227208,9.399457,CB
6.4363656,-0.7935873,CB
2.7292778,12.32953,EDR
14.615219,1.6271051,EDR
1.4734932,13.40086,EDR
-10.339249,-1.5377637,EDR
-10.381243,-1.240753,EDR
5.6157956,16.364967,EDR
15.269148,10.025234,EDR
13.281171,2.512298,EDR
6.755319,4.344973,CB
7.089409,10.697485,CB
0.49275666,12.036521,EDR
2.952105,5.0408163,CB
6.6403832,2.3455985,CB
5.539422,-1.1445379,CB
-10.69723,-0.15930441,EDR
19.258541,4.5013614,EDR
12.096994,-1.518369,CB
3.4552193,10.203135,CB
5.321115,0.065210104,CB
4.157019,0.39229643,CB
4.177372,11.496905,CB
9.393836,4.0743136,CB
12.038484,-2.327558,CB
10.751633,0.7245772,CB
5.363059,9.3342905,CB
14.252182,4.588961,EDR
5.392658,5.0703287,CB
13.865352,11.022953,EDR
3.0464396,12.947347,EDR
3.903521,13.629674,EDR
9.334113,5.079542,CB
13.01495,11.350396,EDR
15.575539,1.172115,EDR
6.321505,10.604684,CB
12.031669,12.567683,EDR
4.3332796,7.0441337,CB
2.751164,11.926783,EDR
9.077278,-2.2276883,PEP
16.74849,6.2228575,EDR
15.789329,6.7010436,EDR
11.494929,10.68618,EDR
8.76162,11.409974,EDR
15.440495,11.852232,EDR
8.839289,8.62049,CB
16.682465,10.852466,EDR
13.160717,4.3405075,EDR
1.7450669,14.6359,EDR
17.224207,1.4917674,EDR
10.675085,4.138376,CB
8.681632,4.277674,CB
10.104897,10.516062,EDR
5.423523,8.514306,CB
13.49531,2.141912,EDR
17.676096,6.431595,EDR
2.1479423,13.701826,EDR
12.952966,6.8772435,EDR
15.004597,14.143213,EDR
4.0509076,9.94329,CB
6.076379,10.478592,CB
10.787999,2.7808266,CB
11.210881,2.0430946,CB
-10.97981,-0.5846156,EDR
8.091377,14.154086,EDR
16.319454,12.002413,EDR
14.218055,2.5562055,EDR
5.882993,11.819067,EDR
4.0753098,15.201366,EDR
8.043044,9.12274,CB
4.406784,12.777594,EDR
5.430221,11.623465,CB
16.874779,11.71844,EDR
9.551715,4.7580004,CB
9.459028,10.725465,EDR
13.131358,2.5989969,EDR
13.529718,11.374106,EDR
3.634132,1.6153536,CB
17.844965,2.6091044,EDR
2.139348,11.32922,EDR
7.1213512,15.210778,EDR
7.6072674,9.329302,CB
10.72685,7.849993,EDR
13.779264,4.3755145,EDR
2.9774933,8.6437235,CB
9.183133,14.909791,EDR
10.605299,8.237884,EDR
15.443123,5.488176,EDR
6.947476,2.5653343,CB
10.107722,12.881541,EDR
15.497895,8.069757,EDR
16.699581,10.438906,EDR
10.012673,13.182758,EDR
12.53444,7.249422,EDR
14.194919,13.6248,EDR
12.4666195,1.9156026,EDR
11.985888,7.0409746,EDR
4.625572,5.77491,CB
14.154035,3.7081745,EDR
10.156826,-3.2799504,PEP
15.99178,10.239743,EDR
11.131031,7.538374,EDR
13.441492,6.182862,EDR
8.334152,12.326471,EDR
9.660892,16.276789,EDR
7.386387,9.959399,CB
12.362311,-1.3334492,CB
2.9676287,5.8676815,CB
3.1333828,7.773808,CB
13.12657,8.929723,EDR
6.1403832,8.625949,CB
15.80158,11.408467,EDR
13.871413,6.6316814,EDR
13.474427,14.114162,EDR
12.368252,11.162167,EDR
4.5243235,6.4214625,CB
9.607783,1.8974869,CB
10.865631,0.4352248,CB
3.5252,3.249191,CB
6.675075,14.703525,EDR
14.07228,4.700237,EDR
8.998227,5.3633275,CB
5.1885066,2.563372,CB
16.957136,11.546228,EDR
15.384552,9.889005,EDR
4.516135,3.3444276,CB
10.202649,16.032387,EDR
6.0521274,6.5428743,CB
6.551046,3.247814,CB
8.643687,9.963676,CB
3.079335,13.712494,EDR
11.418642,13.917667,EDR
6.3921876,12.770712,EDR
1.1055652,6.1245337,CB
13.380488,10.046214,EDR
2.5494514,4.266031,CB
7.500078,5.166796,CB
12.52429,10.378552,EDR
12.875679,11.4323015,EDR
-10.994505,-0.3227752,EDR
10.993906,2.3410869,EDR
3.1341026,8.812196,CB
15.887304,8.891963,EDR
13.324116,14.338352,EDR
4.2362475,14.469971,EDR
2.7970366,3.8998892,CB
6.420666,8.522819,CB
5.224805,-1.0527505,CB
12.003546,13.540865,EDR
12.484013,2.0120313,EDR
14.611415,4.097202,EDR
11.707805,15.311746,EDR
14.34126,7.77925,EDR
6.095549,7.6447306,CB
3.4106627,11.527323,EDR
3.5287309,9.083373,CB
15.613663,12.445108,EDR
4.680737,13.129893,EDR
3.1928046,13.771579,EDR
4.921897,3.3128417,CB
15.670238,2.784833,EDR
7.259572,11.400345,EDR
11.606481,13.198589,EDR
-11.134123,-1.5216014,EDR
14.419791,2.1481314,EDR
4.7547245,5.6048784,CB
14.436973,14.176113,EDR
4.290689,11.49896,CB
4.595367,-0.5037737,CB
-10.206802,-0.83878356,EDR
6.7331347,12.779225,EDR
6.2139616,7.955838,CB
9.914516,9.636898,EDR
2.695407,14.14447,EDR
7.235778,14.201975,EDR
2.872502,14.228156,EDR
14.724736,2.5598438,EDR
13.827104,10.3500805,EDR
14.971398,8.853975,EDR
4.2120833,2.5197802,CB
8.181696,4.2312593,CB
13.826603,7.198022,EDR
13.998182,9.995617,EDR
3.0910852,15.160963,EDR
14.333934,11.710361,EDR
14.448498,2.4218469,EDR
4.4535165,11.780676,EDR
4.130314,10.713391,CB
16.094645,6.6975684,EDR
10.191833,-1.6650704,CB
16.418621,2.529493,EDR
13.625599,6.177417,EDR
12.937535,8.899022,EDR
4.8797297,1.8329743,CB
12.226003,8.329261,EDR
2.7543645,4.2142324,CB
-9.695402,-0.57876235,EDR
3.9953191,10.350444,CB
11.5150385,2.0032473,EDR
0.9379192,13.092148,EDR
14.92471,5.141106,EDR
5.41421,-0.73642015,CB
9.842158,-3.757891,PEP
5.927958,14.686448,EDR
11.991767,4.8220325,EDR
13.657847,-0.90780175,CB
10.435639,0.94044465,CB
9.4639845,5.076983,CB
14.574703,-0.8683587,CB
2.5907123,12.240839,EDR
12.799178,-1.7514197,CB
15.723146,5.058726,EDR
5.040014,0.715483,CB
14.894517,5.285397,EDR
6.9210067,14.898371,EDR
7.0858,10.930484,CB
11.341503,10.421633,EDR
2.300858,12.547217,EDR
5.4802656,4.71909,CB
16.704018,5.293106,EDR
7.215605,12.461224,EDR
8.5848675,10.8407955,EDR
7.326805,3.7936819,CB
16.93105,9.241632,EDR
17.283272,7.2409234,EDR
3.7437966,9.675418,CB
5.478875,8.189988,CB
13.838549,13.511651,EDR
11.947426,0.29479617,CB
-10.400166,-1.5368823,EDR
11.359853,-3.2758048,PEP
4.571244,13.575596,EDR
12.6866045,15.259917,EDR
3.6111062,6.192018,CB
-10.579058,-1.0245901,EDR
